Filename,Species,Plant,TleafRounded,Obs,Photo,Ci,CO2R,PAR,PARRounded,Cond,VPD,Flow
2022-01-18 AL cristatus CStar1 r1_3 leaf area.xlsx,cristatus,1,30,38,0.49726254745706766,61.455628681121745,69.355804443359375,151.1935577392578,150,0.18307975640828428,1.5444721805461814,500.6101379394531
2022-01-18 AL cristatus CStar1 r1_3 leaf area.xlsx,cristatus,1,30,39,0.216660757054011,55.182369657365925,59.94016647338867,151.1428680419922,150,0.19516461260150164,1.5399050837448158,500.61032104492193
2022-01-18 AL cristatus CStar1 r1_3 leaf area.xlsx,cristatus,1,30,40,6.100123425211438,312.3791813144821,386.18609619140625,151.09451293945312,150,0.1885376098879245,1.5165363385944657,500.6075744628906
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,1,26.125359714762833,247.10636228741123,396.3666076660156,1499.8472900390625,1500,0.3783080351712764,2.230235295945749,500.6177673339844
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,2,7.897013329501523,80.62327703220144,124.99699401855467,1499.593017578125,1500,0.3891802918948251,2.2548217933206613,500.6271667480469
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,3,6.157169938619015,67.09192824799018,100.25865173339844,1499.1488037109375,1500,0.41431719680181633,2.2889887848364014,500.619384765625
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,4,5.499540590939324,61.36994642011744,90.25907135009767,1498.9219970703125,1500,0.4296625570006093,2.313455360783264,500.6115112304687
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,5,4.7447959254811725,55.69539364632863,80.34010314941406,1499.080810546875,1500,0.4387057548439428,2.3313964225831585,500.6145324707031
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,6,3.9935664265867934,49.95434146757528,70.630126953125,1498.9755859375,1500,0.444056089132477,2.3467321347160324,500.6242980957031
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,7,3.131313881440502,44.2799995719485,60.59378433227539,1499.1112060546875,1500,0.44730067616156766,2.3591016570340724,500.614990234375
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,8,25.283412767120577,253.22841688136052,396.4849853515625,1499.271484375,1500,0.38319237842878434,2.311552769137503,500.60940551757807
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,9,12.305753477921137,250.9347006623929,396.43157958984375,450.1486206054687,450,0.16278966830013,2.1109182824412565,500.61285400390625
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,10,3.5270754907204926,85.91211395105083,125.09909057617188,450.0492858886718,450,0.1780305510418584,2.135777294806146,500.62359619140625
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,11,2.695658794174953,73.54160897274836,100.46132659912108,449.9715881347656,450,0.20550268727435764,2.172963070692436,500.6217651367187
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,12,2.4744244169052414,67.97015226902467,90.490478515625,450.05413818359375,450,0.23117016548776623,2.20532691492571,500.6185302734375
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,13,2.110908762378929,62.51196953146298,80.55027770996094,450.0360412597656,450,0.2537221154381273,2.2328383007704686,500.6131896972656
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,14,1.7072621782945063,56.85717723439067,70.81378173828125,450.0679016113282,450,0.27467372132601486,2.2568703681231708,500.6179809570313
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,15,1.3416772826196903,50.120855178302826,60.771121978759766,450.0751037597656,450,0.2920909976197003,2.273298482552287,500.6068115234375
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,16,14.483382995832203,284.0831490550885,396.18310546875,450.001953125,450,0.27218240165633417,2.2654611487815126,500.6138916015625
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,17,11.648935240853053,281.1472580323694,396.1393127441406,350.2076110839844,350,0.20546196335896655,2.2130712796967273,500.62054443359375
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,18,3.367169818585573,93.6140839307478,125.15812683105467,350.17681884765625,350,0.22330850659422624,2.237455542741605,500.627685546875
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,19,2.4433796819993012,79.30026872970429,100.53643035888672,350.1109619140625,350,0.25235805316669135,2.2713167209363307,500.6360168457031
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,20,2.1155867758026967,73.16445380623074,90.54225158691406,350.1753234863281,350,0.27575744878497127,2.297682022505629,500.6223449707031
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,21,1.7980440423422246,66.39832672069123,80.659637451171875,350.205322265625,350,0.2937121811746735,2.3184812838914803,500.6125793457031
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,22,1.3019972655822485,60.53529174582915,70.90430450439453,350.1861267089844,350,0.3109254449031524,2.3368212459761124,500.6222534179687
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,23,0.8413731535631549,53.858107568324435,60.8778076171875,350.23944091796875,350,0.32635908168348826,2.3534387933141554,500.6238098144531
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,24,12.551340689796746,303.6767146276166,396.12991333007807,350.1954345703125,350,0.2988402936742643,2.3305332116412463,500.6217041015625
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,25,9.17388288231474,303.71055906358816,396.0364685058594,250.0547790527344,250,0.2088271660095278,2.251176587581387,500.6202087402344
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,26,2.781300172309238,98.24271746580766,125.15883636474608,250.11424255371097,250,0.2215993462432772,2.264259374340851,500.6120910644531
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,27,1.9721313680083967,82.41844518752653,100.32635498046876,250.150146484375,250,0.2489305706362763,2.289727898398123,500.6102294921875
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,28,1.7067470394428326,75.92534531866393,90.5586929321289,250.17041015625,250,0.2731884514269424,2.3108931381011497,500.6138000488282
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,29,1.3236616167534414,69.46482469495764,80.67034149169922,250.27816772460935,250,0.2916346483307701,2.327364056387625,500.6148681640625
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,30,0.9753824164326155,62.59089124762281,70.94010925292969,250.3182678222656,250,0.3093225196742204,2.344639321118375,500.60354614257807
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,31,0.5419327515168767,55.694957112931746,60.92157745361328,250.3555450439453,250,0.3253620004927805,2.358787496664809,500.6109313964844
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,32,9.650050751462526,322.04152486385726,395.77346801757807,250.2122344970703,250,0.3003921168465713,2.339482685943542,500.6116027832031
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,33,5.708761227746495,333.6710463586444,395.6676635742187,151.06460571289062,150,0.21043878992085752,2.2569135292373392,500.6148376464844
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,34,1.6642625027659912,107.44598832359694,125.23332977294922,151.0577850341797,150,0.22137747883116896,2.2698036639268104,500.6100769042969
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,35,1.0429729166797956,89.6006861691954,100.60692596435548,151.0557861328125,150,0.24892065609230263,2.292359181975364,500.6178283691406
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,36,0.8336913273959468,81.90943471739504,90.64752197265624,150.9886474609375,150,0.27333820035667683,2.324642852494726,500.6242370605469
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,37,0.5947517268349616,74.1945667958632,80.74066925048828,150.98312377929688,150,0.29163321017619237,2.340076306720177,500.61273193359375
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,38,0.27901797704231046,66.88252335990789,70.99108123779297,151.01382446289062,150,0.3076376417246279,2.3541063862363227,500.6302490234375
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,39,0.01951374110514918,58.812985266249974,60.981689453125,151.088623046875,150,0.32125423986589285,2.3662875075497434,500.6250915527344
2022-01-22 AL cristatus Cstar8 leaf area.xlsx,cristatus,8,30,40,5.8312595810428,345.26451432968156,395.9222106933594,151.1260528564453,150,0.2918722411823908,2.3405027580278692,500.6306762695313
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,1,29.125990121421225,225.14933739057875,396.0088806152344,1500.244873046875,1500,0.3412800107453238,2.374479305234767,499.73138427734375
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,2,7.664563582879001,79.76171666738573,124.74983215332033,1499.1575927734375,1500,0.34849086333416723,2.387815803272824,499.7327270507813
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,3,5.753964466218945,67.0300890340323,100.19916534423828,1499.8203125,1500,0.36008145541282716,2.3986342672140744,499.7371520996094
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,4,5.051933238753924,61.64709100874826,90.2698745727539,1499.4210205078125,1500,0.36947080031512697,2.4043929064065015,499.7317810058594
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,5,4.255409144334372,56.502585306617384,80.42142486572266,1498.970458984375,1500,0.3764889367988273,2.4098923065123383,499.7276611328125
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,6,3.372801756422104,51.6556713366477,70.7110366821289,1498.9515380859375,1500,0.3802071649679919,2.4130895174609033,499.7302856445313
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,7,2.41198484159696,46.79815833313976,60.738895416259766,1499.04931640625,1500,0.3812749607497871,2.4140410644049117,499.7260437011718
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,8,28.656223953799817,227.80804591398697,395.2990417480469,1500.2293701171875,1500,0.34416130630577746,2.388818581858504,499.7241516113282
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,9,14.851345440605137,227.31269163743443,395.2208251953125,450.0296630859375,450,0.16390312050419395,2.2464406567037805,499.73583984375
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,10,3.687457921734504,84.49141857689263,124.89608001708984,449.90765380859375,450,0.17472510709850733,2.255415589934346,499.7315368652344
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,11,2.6655542156728247,72.76451173068732,100.12554931640624,449.734619140625,450,0.1921376646548923,2.269953650188792,499.7279052734375
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,12,2.342305487239404,67.84327828420864,90.41764068603516,449.7858276367187,450,0.2089112436537287,2.2829359281241346,499.7403564453125
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,13,1.9301380677582307,62.75674738580449,80.52195739746094,449.7921447753906,450,0.2248450935070651,2.294103019404458,499.7327880859375
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,14,1.4115851656786471,58.00715796644358,70.8278579711914,449.7473449707031,450,0.2386832140589161,2.3046552480077227,499.7283630371094
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,15,0.8553106192011115,52.74161664277019,60.83485794067382,449.7312927246094,450,0.25085157950269865,2.3137841028845285,499.7434997558594
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,16,17.40869719024869,255.92829919871596,395.2811584472656,449.58786010742193,450,0.244525704982398,2.30819163085107,499.7312316894531
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,17,14.059616171599862,258.56903080187715,395.21380615234375,350.0997314453125,350,0.19757056646715856,2.272737722519785,499.7377624511718
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,18,3.588930137326032,90.86346458404861,124.95002746582033,350.1518249511719,350,0.20923686515328915,2.2834562504683853,499.7308654785156
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,19,2.5730105471690083,77.04299248250625,100.39265441894533,350.1029968261719,350,0.22611647413981412,2.296941909446905,499.73443603515625
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,20,2.1875016214800347,71.33082666734109,90.44187927246094,350.05108642578125,350,0.2403301932304083,2.3072764486969537,499.7313232421875
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,21,1.7275785282449845,65.75718513212223,80.5667495727539,350.0649719238281,350,0.25338365369635607,2.316466843886301,499.72943115234375
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,22,1.2394055551285583,60.1773155057527,70.893218994140625,350.0655517578125,350,0.2650695650534993,2.3250076014056686,499.7404479980469
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,23,0.6970073689588233,54.3443104645775,60.91313552856445,349.9740905761719,350,0.27518804087882087,2.3328711164299167,499.7259521484375
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,24,15.213724579082513,282.9608013283409,395.3753662109375,349.830078125,350,0.27520280690385335,2.3316617455671804,499.73727416992193
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,25,11.05915049687822,286.73041073591645,395.3556518554687,250.2120361328125,250,0.20156197853033975,2.2771962874043092,499.7296142578125
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,26,2.984286953259746,96.09002238798948,125.11588287353516,250.1537322998047,250,0.20977361485407173,2.2840066228581417,499.7414245605469
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,27,1.9996862429910465,81.49350536514889,100.51219177246094,250.2056121826172,250,0.22451457454187673,2.295301030716277,499.72900390625
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,28,1.7038624790728036,74.93212350230415,90.60420227050781,250.24105834960935,250,0.2383017816649647,2.30512703795603,499.7300109863282
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,29,1.3001982703463133,68.76650772564298,80.70075988769531,250.1792449951172,250,0.25025121225783553,2.3134276003267877,499.7252807617187
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,30,0.795973401704409,63.2039221780628,71.02680969238281,250.16259765625,250,0.2610246930768389,2.322229473453626,499.7300109863282
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,31,0.2592553608873375,57.24886438365659,61.01177978515625,250.1328125,250,0.27049342964061523,2.3303549557211807,499.7386474609375
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,32,11.588695504661809,304.2086281557245,395.4685668945313,250.15931701660156,250,0.26564322539521434,2.3266845981838995,499.73834228515625
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,33,6.709399992216973,306.86287453303567,395.3164978027344,149.86080932617188,150,0.15191100948202652,2.240867160722628,499.7409973144531
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,34,1.5820365724921763,104.00968949223142,124.98373413085938,149.8790740966797,150,0.16093017877683974,2.246646263238217,499.7234802246094
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,35,0.9072572990508829,88.27369344669152,100.441162109375,149.81533813476562,150,0.17858580478507277,2.2634944254965084,499.7322082519531
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,36,0.7058509482947496,81.24877153708641,90.64823913574219,149.8684539794922,150,0.1920049988109026,2.2731646701252903,499.7213439941406
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,37,0.45569739995334,74.03911755083385,80.60440826416016,149.8610382080078,150,0.2059979097507998,2.28463823762373,499.72463989257807
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,38,0.13128163156005068,67.51015285940679,70.9524154663086,149.86660766601562,150,0.2183313000741081,2.2947608098493366,499.7311706542969
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,39,-0.3326480577374564,61.45639929999851,60.95073699951172,149.88479614257812,150,0.22945155248185525,2.3024647099816646,499.7296447753906
2022-01-24 AL cristatus Cstar5_ leaf area.xlsx,cristatus,5,30,40,7.028509605920725,324.56454159776433,395.2667236328125,149.83438110351562,150,0.2139088163251068,2.289285783162224,499.7384033203125
2022-01-30 AL macrocarpus Cstar1_ leaf area.xlsx,macrocarpus,1,30,1,35.85109509514055,278.3240320956335,392.8641052246094,1500.6004638671875,1500,0.768681775784738,1.8429279823592517,500.6336364746094
2022-01-30 AL macrocarpus Cstar1_ leaf area.xlsx,macrocarpus,1,30,2,7.282776361895013,99.12045375482784,124.1156005859375,1501.0994873046875,1500,0.7840926713286169,1.8279676482027571,499.7598876953125
2022-01-30 AL macrocarpus Cstar1_ leaf area.xlsx,macrocarpus,1,30,3,4.39506168840936,84.8644755916419,100.0895767211914,1500.94140625,1500,0.8788849511231392,1.8418723519091145,499.7474365234375
2022-01-30 AL macrocarpus Cstar1_ leaf area.xlsx,macrocarpus,1,30,4,3.1871178961309043,79.14327651945572,90.38671875,1500.556640625,1500,0.9772211558554617,1.8582111704892013,499.7427978515625
2022-01-30 AL macrocarpus Cstar1_ leaf area.xlsx,macrocarpus,1,30,5,1.8408691961780377,72.92992166312125,80.381134033203125,1501.0172119140625,1500,1.0810100084492549,1.8770443296901067,499.7522277832031
2022-01-30 AL macrocarpus Cstar1_ leaf area.xlsx,macrocarpus,1,30,6,0.5138721244997064,66.61395457028537,70.769256591796875,1500.5224609375,1500,1.2031983727394793,1.9082547167149608,499.761962890625
2022-01-30 AL macrocarpus Cstar1_ leaf area.xlsx,macrocarpus,1,30,7,-1.0953376111939677,60.10396997489742,60.7480583190918,1500.3408203125,1500,1.3142204348901056,1.9252270667949631,499.7471923828125
2022-01-30 AL macrocarpus Cstar1_ leaf area.xlsx,macrocarpus,1,30,8,33.88515866410448,313.9689431337395,392.34521484375,1500.1744384765625,1500,1.3942927005134913,1.9347873274256853,499.7473754882813
2022-01-30 AL macrocarpus Cstar1_ leaf area.xlsx,macrocarpus,1,30,9,16.960146574850224,326.55334843387885,392.317138671875,450.96685791015625,450,0.7496228817459392,1.593329460664609,499.7718505859375
2022-01-30 AL macrocarpus Cstar1_ leaf area.xlsx,macrocarpus,1,30,10,4.007257617278521,106.27100714496154,124.07614135742188,451.1328125,450,0.6916719228790256,1.539555713901529,499.7625427246094
2022-01-30 AL macrocarpus Cstar1_ leaf area.xlsx,macrocarpus,1,30,11,2.4681538861793735,88.27239806856772,99.79389953613281,451.2610473632813,450,0.7650083514651862,1.5591966823447143,499.76312255859375
2022-01-30 AL macrocarpus Cstar1_ leaf area.xlsx,macrocarpus,1,30,12,1.850559418549357,81.13826671339056,90.14677429199219,451.3313293457031,450,0.8431896600456051,1.5832211293059664,499.7687072753906
2022-01-30 AL macrocarpus Cstar1_ leaf area.xlsx,macrocarpus,1,30,13,0.9812059594123911,74.23191116830064,80.354400634765625,451.35260009765625,450,0.9848171288804768,1.653217948772595,499.7732543945313
2022-01-30 AL macrocarpus Cstar1_ leaf area.xlsx,macrocarpus,1,30,14,0.20459343487891468,66.91060787684293,70.7400131225586,450.64358520507807,450,1.1120712044552898,1.6939150431574672,499.77691650390625
2022-01-30 AL macrocarpus Cstar1_ leaf area.xlsx,macrocarpus,1,30,15,-0.803961872553401,59.38257310202694,60.73535919189453,449.72760009765625,450,1.2626731069460229,1.738692327214405,499.7712097167969
