Filename,Species,Plant,Obs,Photo,Ci,CO2R,Cond,VPD
2022-02-03 AL macrocarpus ACi4_ leaf area.xlsx,macrocarpus,4,16,3.1126088104415195,76.70811675340566,89.97220611572266,0.6257012378492779,2.4557999860474227
2022-02-03 AL macrocarpus ACi4_ leaf area.xlsx,macrocarpus,4,17,2.1870549642273005,70.60845388225134,80.03343200683594,0.6779778674500756,2.4807594894141367
2022-02-03 AL macrocarpus ACi4_ leaf area.xlsx,macrocarpus,4,18,1.2453558793464887,64.03343935525238,69.96778106689453,0.7312798709461015,2.5051778990188613
2022-02-03 AL macrocarpus ACi4_ leaf area.xlsx,macrocarpus,4,19,0.2303027990954943,57.41028617421757,59.98160552978515,0.7805091581451481,2.5261390207814403
2022-02-03 AL macrocarpus ACi4_ leaf area.xlsx,macrocarpus,4,20,26.319738631601417,314.82107122812243,399.914794921875,0.8104505222826093,2.5392399360480193
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,1,31.513288043679445,277.93791630129505,398.5084228515625,0.6243944714988882,2.0195882914696703
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,2,32.56634103211728,285.817490793847,399.9805908203125,0.710630204233208,2.0699380885428984
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,3,38.92943680005055,1373.1986071046929,1550.0289306640625,0.7342702669016751,2.0767556645425502
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,4,40.23032605119606,1360.8234671495336,1550.0665283203125,0.673857682842491,2.041301738311857
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,5,42.49201055113912,1050.8824750990902,1249.92529296875,0.5905915190068475,1.9903048346551804
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,6,45.16805380463938,775.1933415545161,999.88397216796875,0.4850670539969392,1.9140708127134711
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,7,43.12407482960781,543.2514199817557,799.8519287109375,0.36022222854877767,1.80669579568952
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,8,35.69619441778333,366.1073769669357,650.0504150390625,0.24650132840287348,1.6968829573742117
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,9,24.65899027048123,249.9772800149507,499.97946166992193,0.18557195972277588,1.62902940536855
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,10,18.755512685022783,198.30652469904035,399.9309387207031,0.17398900529034286,1.6122577430004967
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,11,13.681659881134388,157.08750870811105,299.9065856933594,0.1806718880315332,1.61347028375417
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,12,8.31061769477558,118.25659634901731,200.0377197265625,0.19630089497494724,1.624459311515413
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,13,5.714941047721469,98.47591284087736,150.05673217773438,0.2213600050593716,1.6438148089730384
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,14,3.512341388342581,80.933205308019,110.00307464599608,0.2562450035549352,1.6727078145483685
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,15,3.1853420830384795,76.52251750967461,100.07917785644533,0.29916792170887285,1.7076107182790583
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,16,2.64444902450874,72.15115528163086,90.0510482788086,0.3481417515160436,1.7472069633130447
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,17,1.9148155212283664,67.56857714248048,79.98607635498047,0.4021523849557748,1.786886083111647
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,18,1.2002220309186478,61.95593177856877,70.03491973876953,0.4564449611805293,1.8275401721744855
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,19,0.30633508004023186,56.33228194313542,60.09459686279297,0.504640720635193,1.860225638954871
2022-02-04 AL macrocarpus ACi5_ leaf area.xlsx,macrocarpus,5,20,28.141894983136513,276.621661247706,399.7916870117187,0.5276246092631444,1.869473774143262
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,1,29.78897510147524,298.5616068242136,400.0675354003906,0.7773628601803182,2.02546469315853
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,2,30.299325726744605,298.15141271440194,399.9098205566406,0.7934716531755477,2.0310366540364777
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,3,39.279704216473235,1369.602388183509,1546.90234375,0.7767745746334509,2.0195619582082873
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,4,36.80140367324116,1368.399293082275,1550.0384521484375,0.6874087215897774,1.9681216004271849
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,5,37.646880545624285,1067.1442499138311,1249.9239501953125,0.6089802761079106,1.90801541839118
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,6,39.71001710965491,808.1755243037537,1000.0025634765624,0.5411030800370036,1.8479076070305165
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,7,38.52628068138846,605.1961149649001,799.8843994140625,0.47448701779106667,1.790186202806799
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,8,35.46207807465876,457.96242819013713,649.85791015625,0.4168664957745389,1.7368268165173504
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,9,29.954546945499303,330.3539804367803,499.84039306640625,0.384469517349188,1.7011006166208826
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,10,25.02123052471677,257.3124246691485,399.8200988769531,0.37801344899661554,1.6871707384973853
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,11,19.214364546644045,194.1855561878021,299.9930419921875,0.39423555896868295,1.6940266231297283
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,12,12.123001281096922,136.54508141044934,199.92446899414065,0.42836829012319794,1.7173062989174506
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,13,8.320620853867347,109.17247106742202,150.04200744628906,0.4781455633349274,1.7513600034557748
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,14,4.872121329870055,86.64927459161623,110.02945709228516,0.528301355454767,1.7835120403227047
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,15,4.257287111800333,80.55357989512399,99.984405517578125,0.5807884589363036,1.814690792484238
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,16,3.5068200504183262,74.42934525206118,89.98070526123047,0.6323930739520547,1.8439194395522644
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,17,2.6391873929301313,68.31049303640448,80.05789947509767,0.6829790206772604,1.8708562889068563
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,18,1.5784248463773722,62.274162997723984,70.01911163330078,0.7324881979545704,1.8967860786516395
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,19,0.4932581729311848,56.02544007140067,60.04933547973633,0.7797835476833673,1.920907521050773
2022-02-04 AL macrocarpus ACi6_ leaf area.xlsx,macrocarpus,6,20,25.813482070602493,309.14390326022766,400.0262756347656,0.7792025555156905,1.9148818861788897
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,1,23.09710433040872,267.17175106033136,400.0415344238282,0.3673997149586635,2.934077550777045
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,2,22.993186876891254,268.87797225097427,399.9054870605469,0.3718492681091396,2.9424313973654064
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,3,17.088394593631687,203.5441785843418,300.0267333984375,0.3767786103389436,2.9522314556547062
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,4,10.430243232189712,141.58926643879906,199.84767150878903,0.38580715655439246,2.9657305078546052
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,5,6.893248017546451,111.7558361363782,150.04974365234375,0.3943000810957666,2.9744352295575665
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,6,3.8312752580105736,88.44345226436783,109.96277618408205,0.4043860074239477,2.9865390938316123
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,7,3.1693035789298616,82.31194945147712,100.08138275146484,0.4125877514278434,2.9965300431840296
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,8,2.3839936663456553,76.44579986966998,89.98926544189453,0.4202384446062465,3.0057415809491212
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,9,1.6287450285963847,70.50002971310327,80.07157897949219,0.4289437826748322,3.017347197598356
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,10,0.8648859860110463,64.35284028610249,70.03712463378906,0.43485515934322416,3.0249893953521676
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,11,0.05589568979320458,58.39158659115397,60.06233215332031,0.44244138574048214,3.0341104982649996
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,12,23.15380901676271,284.2273509652854,400.0306701660156,0.4440880236876598,3.0357923791921055
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,13,23.68777456053727,281.8485260417,399.9566345214844,0.4449767608805104,3.039906059819914
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,14,28.717958929546768,356.5138210917248,499.8768005371094,0.44582273353549656,3.0423281649864076
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,15,34.13088825240565,478.905702653411,649.9149169921875,0.44818271004842913,3.0438923289433735
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,16,37.368929657661155,610.7472065017146,799.9287109375,0.448406788655604,3.0418170427161386
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,17,39.584474527999085,794.9969812939374,1000.05810546875,0.44558303017109663,3.002653405293153
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,18,40.8150625744091,1029.4443087815764,1250.0604248046875,0.43520888517032025,2.9676734418537527
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,19,41.52972202819953,1314.6080972836562,1550.128662109375,0.4243139282528927,2.9339709317950473
2022-02-18 AL platypterus ACi2_ leaf area.xlsx,platypterus,2,20,22.35781082966036,283.3256300660475,400.0924377441406,0.42170836097640846,2.9100553895807826
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,1,35.76302982987185,270.0564853623448,399.9576721191406,0.6515819088171503,2.85486444503261
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,2,35.98649824543663,272.80649087385586,400.1026611328125,0.677481576193402,2.855520236145239
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,3,27.46112720579247,205.4473998092732,299.92083740234375,0.7053227428350127,2.8581683148923913
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,4,17.324113788230193,141.5174250760478,199.84912109375,0.7350030392528653,2.8630222932532488
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,5,11.6687703925811,111.11017890555014,150.0699462890625,0.7580294314505829,2.8650980007232865
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,6,6.827751044804577,86.86446064816896,109.88100433349608,0.7793008781899565,2.8649684830696787
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,7,5.661713772744958,80.79328766754543,99.893798828125,0.7949145108929594,2.861091487965969
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,8,4.401053995257426,74.95116713115544,90.01744079589844,0.8073011241381085,2.859920886919834
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,9,3.139207200082283,68.89317606402716,80.0106430053711,0.8166064617423577,2.854563523683959
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,10,1.827725972136211,62.96378185822049,70.06403350830078,0.8237432427812925,2.850633030336001
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,11,0.43709603078502574,57.07795903218116,59.977752685546875,0.8318000752350068,2.8470263107458305
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,12,35.093672868821564,289.8090113186972,400.0518798828125,0.8219062408538278,2.8334189283826854
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,13,36.38049081185232,282.45538407366365,399.9008483886718,0.7835261650107755,2.8162186135771337
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,14,42.96471337039559,356.6348476034102,499.9952697753906,0.7510873603782359,2.7974360850497906
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,15,49.174522412120346,475.9764234085932,649.96405029296875,0.7006550062201218,2.770929156478509
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,16,52.97836074400819,596.7996964628527,800.0137329101564,0.6341297497341205,2.7349737756148245
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,17,55.75908103880376,764.9238339774213,1000.1331176757812,0.5673397558325157,2.693411255135841
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,18,57.220569179259286,984.7168771073916,1250.156982421875,0.512245548212754,2.6546677403603094
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,19,58.73565508132821,1253.1969836969122,1550.181884765625,0.4705694102367411,2.622522394010957
2022-02-18 AL platypterus ACi3_ leaf area.xlsx,platypterus,3,20,30.247788350924324,257.42713400207253,399.81689453125,0.4634862039285886,2.615457718442485
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,1,16.293378535911867,227.9623051416214,400.0330200195313,0.17689201513446354,2.587530629660818
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,2,16.83585624231505,220.54795184114343,399.9304809570313,0.17467988708431534,2.584860789187194
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,3,12.47086177500968,169.8136334870021,299.9595642089844,0.17911123337846363,2.584151508529787
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,4,8.086078459356704,119.48498013486368,199.95864868164065,0.18985622353877757,2.58729400853721
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,5,5.956957228626706,89.78762458097923,150.10806274414062,0.18656134854430215,2.5853970174594725
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,6,3.6172316939985776,63.93710110932183,99.97322082519531,0.19165828392244788,2.5834903515237384
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,7,2.267262854406915,48.34011763684134,70.12647247314453,0.20237193619213467,2.5846049560235116
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,8,1.8977566344227623,41.96358391329509,60.121307373046875,0.2045979322049725,2.5870314216065164
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,9,1.4128522263403311,36.45275167397148,50.050514221191406,0.20634844624724943,2.586985657541998
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,10,1.0000489949039475,30.425679715736397,40.05950546264648,0.20926784830794787,2.5811892864675903
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,11,0.5140045640709258,24.764859164842303,30.07012367248535,0.2060445337631797,2.578460497214837
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,12,17.653465894418556,234.81181039656508,400.03851318359375,0.2033213597788031,2.5695177332997554
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,13,17.64195379170023,227.2600197783525,399.8673095703125,0.19285923517528997,2.55711044260388
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,14,21.54107725195957,281.96244379418283,500.03515625,0.1855728548563216,2.5467668537417776
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,15,26.31990720819375,374.09819332202613,649.91357421875,0.17887928400889722,2.533583282995256
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,16,29.75555863042565,464.9793381050056,799.990234375,0.16556128137846382,2.518948932797328
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,17,33.68982078056446,600.8818823190408,1000.0393676757812,0.15722282702123624,2.5065601402956528
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,18,37.65293891265415,784.0460339741702,1249.9906005859375,0.1509136022129235,2.4964240330420586
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,19,40.91272771445524,1025.774990914182,1550.188232421875,0.14665624737752248,2.4873364091915717
2022-02-20 AL cristatu ACi1_1 leaf area.xlsx,cristatus,1,20,14.290481245666122,222.4968465864295,399.8869323730469,0.14815872803116772,2.4878296995393905
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,1,24.49169486115457,251.26518917117664,399.9073791503906,0.32714317101713425,2.756995057516149
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,2,24.739154711979573,253.84497943355288,399.91305541992193,0.33765513024700505,2.7558075332093575
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,3,18.74373112866513,190.07726576275925,299.91064453125,0.3405143744884635,2.7555196375141096
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,4,12.25304615274334,128.83158562340708,199.95062255859375,0.34531599275353725,2.7571412966593636
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,5,9.03568414381722,98.22214058069308,149.95480346679688,0.3515186548427394,2.7564469829258016
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,6,5.555267600605897,67.20322547713072,100.10834503173828,0.34063749545561534,2.7588303391158844
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,7,3.4062723713618066,50.30199755880579,69.9161376953125,0.35755561983790485,2.7600043343631553
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,8,2.728235455134885,44.465162582870725,59.92520904541016,0.3668331000077857,2.755903341015117
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,9,2.2232828050946516,37.177268186642266,50.04142761230469,0.3602711599844762,2.761616496320057
